name,ra,dec,dist,mag,ci,spect
,308.508750,64.319313,23.2558,13.08,,m
,308.734680,59.290856,19.6078,13.43,,m
,309.193710,38.840261,20.4082,13.35,,m
,309.336180,21.945538,23.2558,11.44,1.5,M2
,309.905130,4.970797,18.5805,9.4,,K8 V
,309.331845,75.601544,24.7525,10.4,,
,311.684445,-81.726957,12.6582,11.5,,m
,310.141470,15.498127,9.8425,13.43,1.72,dM4-5
,310.251705,-10.105159,22.7273,11.94,1.51,M0  e
,310.185900,19.900104,20.9864,11.88,1.55,m
,310.464315,-32.436746,10.2249,11.0,,dM4.5e
,310.739625,-18.920029,19.9322,14.0,,
,310.819245,55.350858,15.7978,14.68,1.79,dM5  e
,311.131260,8.899766,19.2308,11.27,,k-m
,311.127075,8.903084,19.2308,12.54,,m
,311.439015,-29.459444,20.8333,13.4,,m
,311.525460,33.967211,22.0946,13.4,1.66,M4
,312.904515,-79.313944,15.5521,11.85,1.5,M2.5
,312.218430,19.717464,20.0,13.38,1.54,m
,312.413325,-0.354239,20.8333,13.06,1.53,M3.5
,312.276135,37.469227,18.1818,12.93,0.14,DA4
,312.586335,26.508775,20.0,15.58,0.95,DC9
,313.387650,10.616098,13.8504,13.97,1.73,m
,312.995880,69.168488,23.2558,11.7,1.54,M3
,313.911240,-14.03562,12.6743,12.45,1.59,M3.5 J
,313.907190,-14.065635,12.6743,14.55,1.72,
,314.193795,-4.844744,17.6803,16.6,1.16,DC9+
,314.216880,42.929089,23.5849,9.0,,A2
,315.020265,40.069763,15.1035,11.9,,
,315.352785,20.725811,25.0,14.1,,m
,315.320355,33.240934,16.9492,12.29,,m
,315.337065,33.239325,16.9492,13.12,,m
,315.813390,-50.382178,17.5439,13.1,,m
,315.665685,45.884641,19.3611,13.0,,
,316.434405,-16.921838,21.2766,10.33,1.42,K7
,317.339055,-73.175927,18.7336,6.4,,
,317.339055,-73.175927,18.7336,13.5,,
,316.794180,-13.923118,17.646,10.2,,M0
,318.312720,-81.820418,17.2712,13.56,0.25,DA6
,317.188365,-4.42783,22.4215,13.4,1.63,
,316.984935,59.712077,23.9808,13.3,1.55,sdM1
,318.371160,7.436102,24.0385,16.17,0.45,f
,318.620865,10.006094,18.4809,5.4,,F7 V
,318.698310,38.045192,20.9205,6.42,0.6,G0 V
,318.694230,38.020186,20.9205,12.0,1.53,M3
,318.803775,25.794073,16.9492,12.13,,m
,319.021335,29.864093,15.3846,12.68,,m
,319.012980,29.862399,15.3846,13.49,,m
,319.405365,-8.908666,23.8095,12.11,1.52,M1
,319.417890,-8.920292,23.8095,13.33,,
,319.346040,20.896672,20.4082,12.47,,M3
,319.346040,20.896672,20.4082,14.0,,M4
,319.867455,-55.842609,22.2222,14.28,0.26,DA6
,319.964430,-53.450672,23.8663,6.9,,A7 V
,319.940340,-26.354086,18.7266,9.6,,dG6
,319.734945,54.210827,19.6464,12.33,0.07,DA
,321.078480,8.500708,25.0,13.64,,m
,321.552075,-42.433384,20.4082,12.67,1.53,M7
,321.719355,-44.798104,23.5183,14.1,,m
,321.944775,7.298815,24.8139,11.6,1.56,M0.5
,322.076235,-22.309225,18.8679,12.21,1.56,M4
,321.739920,73.645963,20.4918,12.8,0.02,DA4
,322.703340,-40.723635,16.129,13.19,1.62,M3
,322.828560,-9.790445,8.0115,14.9,,
,323.091780,24.560645,12.3457,12.66,,m
,323.454255,-6.855211,16.6667,14.01,1.58,M3.5
,323.452185,1.784283,14.5773,13.35,1.68,dM
,323.452185,1.784283,14.5773,14.5,,m
,324.160950,39.45539,21.3675,12.3,,
,324.673440,-33.662427,17.5439,12.57,1.62,M2
,324.753060,-24.159135,13.947,13.43,1.56,M3.5
,325.317420,-0.775658,19.2308,12.57,1.56,m
,325.121925,54.005283,23.31,14.1,,M3.5
,325.494690,27.687074,23.2558,13.97,,m
,325.668240,20.997876,12.5628,13.24,0.17,DQ6
,326.037585,17.057589,17.5439,13.65,,m
,326.033355,17.075911,17.5439,14.81,,m
,326.032635,28.743078,22.4014,6.09,,G2 V
,326.254335,-5.787432,15.1515,12.81,1.64,M3.5
,326.354940,-5.9029,20.4082,13.54,1.65,M3.5
,326.649630,-57.703986,19.0259,9.6,,K7 V
,326.434935,20.779969,21.2766,14.39,1.68,m
,326.668410,-0.176275,12.2249,12.65,1.61,M3.5
,326.731815,46.634857,16.9492,13.36,,M3.5
,326.987895,5.823003,25.0,11.79,1.43,M1.5
,327.044295,1.444986,24.3902,13.87,,m
,327.384360,-63.116742,18.8679,12.5,,m+
,326.958315,50.243213,21.7391,13.0,,M4
,327.065160,27.927819,18.4502,11.99,1.62,m
,327.299805,5.722259,24.3902,8.65,1.04,K3 V
,327.399345,5.649427,24.3902,14.9,1.75,m
,327.952905,13.604378,14.7059,13.93,,m
,328.719690,-77.339607,20.4082,10.5,,
,328.566075,-43.602723,24.3902,15.35,,
,328.527660,-1.287832,19.6078,14.41,0.26,DA6
,328.908510,33.037102,20.1613,10.0,,
,328.908510,33.037102,20.1613,10.2,,
,329.216895,-51.008261,16.2259,14.68,0.16,DQ7
,329.230080,-1.902227,13.3333,14.64,1.76,dM5
,329.157915,19.769541,19.2308,12.9,1.58,M3.5
,329.710275,-32.471467,23.8095,14.65,,m
,329.706015,-32.441477,23.8095,15.8,,m
,329.826495,-4.093707,23.753,14.17,1.59,M2 :
,329.840685,41.857605,22.7273,12.76,,m
,330.503145,-19.483316,12.4844,12.03,1.59,M3
,330.620355,-37.082355,10.0,11.8,1.65,M3.5
,330.887250,1.604756,23.1481,10.34,0.73,
,330.824025,67.498289,22.7273,13.41,,m
,331.276620,5.136083,24.3902,13.6,1.51,M3
,331.477530,-38.269295,20.4082,12.45,,M3.5
,330.870840,78.279092,25.0,15.87,1.8,m
,331.502160,39.298586,22.7273,12.69,,m
,331.693665,3.41707,18.8679,13.6,1.6,M4
,331.446315,65.645385,20.8333,11.62,1.55,M1.5
,332.424105,41.033734,22.5225,12.57,1.49,k-m
,332.806170,-2.544919,15.873,12.14,1.56,k-m
,333.370080,-14.749461,24.3902,13.34,1.51,M3.5
,333.426165,-17.687076,10.4384,13.57,1.73,m
,333.398115,25.966697,20.8333,13.62,,m
,333.857445,66.22384,16.6667,12.9,,m
,334.011495,54.664957,21.2766,14.0,,m
,334.328550,-8.804275,10.1937,13.4,1.7,dM4.5e
,334.328550,-8.804275,10.1937,14.4,1.9,dM5  e
,334.330710,15.358813,19.2678,13.55,1.54,m
,334.474425,-36.189478,23.2558,14.2,,
,334.564845,-53.627522,13.611,9.9,,
,334.068420,70.940723,22.4719,12.12,1.47,k
,334.847580,-28.389618,22.2222,14.8,,m
,335.777745,-17.607447,7.4571,13.25,1.84,M4
,335.708640,28.030346,21.7391,14.06,,m
,335.870175,32.458208,16.0823,11.6,,
,336.271260,-47.868717,11.9048,12.51,,M3.5
,336.190545,22.55064,21.395,12.4,,
,336.231975,52.006254,15.873,14.94,1.81,m+
,336.318075,59.41303,14.9254,12.91,,m
,336.644580,-16.742424,20.0803,6.21,0.62,G3 V
,336.656940,4.393478,24.3309,11.7,,K4:
,336.763485,6.826136,13.8889,13.22,1.66,dM3   :
,337.031820,12.248353,16.129,10.1,,
,337.009005,57.696623,4.0077,11.3,1.8,M6 V
,337.225365,-13.422308,10.8814,17.14,2.16,M6.5
,337.444470,41.480923,13.8313,13.25,1.65,m
,338.346465,-9.6159,16.9492,12.41,1.57,M3
,338.223810,53.793808,21.8341,10.84,1.36,dM1   J
,338.223810,53.793808,21.8341,10.84,,
,338.690145,4.043706,22.2222,12.68,,dM4  :
,338.728860,-1.08525,23.3645,14.83,1.7,dM4
,339.490125,-65.822318,6.8027,11.45,,m
,339.285375,-0.627613,21.1416,10.5,,
,339.620505,-65.38456,22.9358,14.0,,
,339.596970,-29.350562,14.0845,10.92,,m
,339.601125,-29.352221,14.0845,12.64,,m
EZ Aqr,339.638430,-15.302542,3.3979,12.66,1.98,M5  e
,339.688620,-20.620869,8.6423,11.45,1.6,dM4  e
,340.168650,44.597133,20.0,13.2,,m
,340.657320,-47.211459,23.546,11.1,1.41,M1
,340.845465,22.138384,15.873,15.0,,m
,341.606475,-6.657564,18.622,15.98,1.83,m
,341.674245,12.173283,16.2496,11.7,,M1
,341.881590,44.552805,17.8571,9.6,,F8
,342.072045,-36.789927,19.4932,11.92,1.48,M3
,341.975340,31.869631,21.2766,12.91,,m
,342.273645,22.606366,19.0114,14.36,0.19,DA5
,342.688695,28.602534,19.2308,12.55,,m
,342.843060,29.66217,20.7039,15.52,0.63,DA9
,343.132200,-32.876479,23.5849,8.6,,
,343.124850,9.901146,24.3902,13.52,1.66,M3:
,343.472190,-6.782264,8.0515,15.65,1.9,DZ9+
,343.694355,-5.474266,20.0,13.9,,m
,343.594800,60.993001,14.0845,12.76,1.6,M3
,343.983180,5.756269,22.2222,15.7,,DB
,344.127075,-60.051167,11.1111,14.08,1.79,M4
,343.991235,17.798873,15.3846,10.5,1.49,M0
,344.033910,68.258321,24.8756,14.68,1.7,m
,346.812870,-23.129966,21.1149,13.65,1.65,k-m
,346.609050,71.722765,20.0,11.78,1.48,M2
,346.844085,68.667591,15.748,12.45,1.54,m
,347.413050,-1.975564,23.2558,12.66,1.54,k-m
,347.675385,-19.226794,25.0,12.47,1.49,M3
,348.048540,-14.103146,20.0,13.0,,m
,348.550935,-19.647173,22.7273,13.8,1.6,m
,348.604995,-6.548251,24.4499,15.42,0.22,DQ6
,349.035975,6.742761,15.873,13.14,1.63,k
,349.188435,-40.790683,20.7039,11.57,0.9,g-k
,349.192590,-40.795679,20.7039,17.4,,
,349.443510,-48.320471,21.7391,13.7,,m
,349.366290,19.61375,12.8205,12.1,1.59,M4
,349.391025,6.391523,20.4082,12.53,1.55,dM4
,349.778145,-13.454527,20.7383,7.61,0.91,K2 V
,351.412290,53.134596,24.8139,14.59,1.66,m
,351.667215,-46.846968,23.8095,15.75,,m
,351.636015,12.15827,21.2766,12.63,,m
,352.197540,5.246769,13.7552,13.04,0.16,DAV4
,352.344045,41.473332,14.881,11.87,1.52,M2
,352.339860,41.469995,14.8148,12.44,1.61,M3 :
,352.968045,19.937322,6.2477,12.4,1.65,dM6  e
,353.193270,-16.752248,12.9032,11.4,,
,353.767155,25.249053,22.7273,12.92,,M3
,353.794230,-2.390374,7.215,14.69,1.96,M5
,353.851920,30.062665,21.2766,13.21,,m
,353.900955,-16.297043,22.2222,13.34,0.13,DA
,353.923665,6.185398,23.6967,16.1,1.78,m
,354.079320,-48.588409,19.6078,12.37,1.44,
,354.212925,-36.481144,12.3457,13.72,1.62,M4
,354.532845,-16.237384,14.9254,11.34,1.57,M2
,354.672030,39.156337,23.8095,13.58,,m
,354.711345,-7.691982,15.873,13.26,0.18,DA
,354.728970,21.022587,24.3902,14.24,,m
,354.733140,21.020922,24.3902,17.9,,g
,355.027005,60.688892,18.5185,11.41,1.57,M2
Ross 248,355.475685,44.174924,3.1686,12.29,1.9,dM6  e
,355.717335,30.821963,12.21,14.36,1.77,m
,355.773180,36.537175,8.1301,12.57,1.6,k
,355.960320,32.546681,16.6362,12.9,0.15,DA4
,356.087310,21.600277,22.1729,13.3,1.59,m
,356.382510,-16.171768,9.009,14.5,,m
,356.628255,-50.72034,20.0,14.6,,m
,357.150165,-27.660734,18.8679,12.4,,M3.5:
,357.313065,10.094897,21.2766,13.57,,dM4  :
,357.405300,8.353256,25.0,11.39,1.45,M1
,357.476070,29.567389,21.2766,15.72,0.58,DA9
,357.630555,-9.559503,15.1515,13.45,,m
,357.649905,9.949119,12.987,11.5,1.45,M1
,357.723630,38.493432,22.2222,14.18,,m
,357.938040,6.970754,18.5185,12.73,,m
,358.099770,-14.690523,19.2308,15.5,,m
,358.085400,75.543859,10.7898,11.7,,M2
,358.539315,51.68573,22.2222,13.52,,m
,358.609875,8.160904,23.2558,13.01,1.5,M3:
,358.856415,-3.984868,25.0,13.95,,m
,359.335995,-12.979755,17.8571,12.93,,M4
,359.331840,-12.978089,17.8571,12.98,,M4
,359.431185,23.303973,13.8696,11.72,1.54,k-m
,359.435805,19.770238,18.1818,13.01,,m
,359.458425,38.629391,16.9492,12.64,,m
,359.948505,47.762093,16.7224,16.1,1.87,m
,359.943270,-44.067905,18.5185,12.82,1.64,M7
,359.960790,-34.111986,12.8205,12.8,,M4
,0.540885,-43.165974,7.8003,13.05,0.07,DA5
,45.459840,-16.590778,7.6336,10.96,1.69,M3
,225.254160,20.557778,15.873,12.1,1.45,M3
,34.829160,3.745583,18.2482,12.55,1.47,M3.5
